id,order_number,order_date,payment_type,amount,customer_id,status
4686,ORD-2024-004686,2024-09-14,credit_card,947.72,CUST-6936,cancelled
4687,ORD-2024-004687,2024-10-17,credit_card,249.89,CUST-2763,pending
4688,ORD-2024-004688,2024-07-22,apple_pay,193.91,CUST-7032,completed
4689,ORD-2024-004689,2024-04-13,apple_pay,1402.06,CUST-4159,pending
4690,ORD-2024-004690,2024-06-26,debit_card,1772.53,CUST-6708,completed
4691,ORD-2024-004691,2024-07-05,paypal,161.84,CUST-8463,cancelled
4692,ORD-2024-004692,2024-10-29,credit_card,1055.03,CUST-8685,processing
4693,ORD-2024-004693,2024-12-21,apple_pay,1011.01,CUST-6061,completed
4694,ORD-2024-004694,2024-03-17,credit_card,38.62,CUST-8020,completed
4695,ORD-2024-004695,2024-02-20,apple_pay,1234.04,CUST-6958,cancelled
4696,ORD-2024-004696,2024-04-12,bank_transfer,931.44,CUST-9825,refunded
4697,ORD-2024-004697,2024-10-12,paypal,1375.68,CUST-2890,cancelled
4698,ORD-2024-004698,2024-07-23,credit_card,1219.89,CUST-5577,processing
4699,ORD-2024-004699,2024-07-31,credit_card,1859.14,CUST-4199,cancelled
4700,ORD-2024-004700,2024-07-15,bank_transfer,1576.61,CUST-1292,refunded
4701,ORD-2024-004701,2024-04-08,paypal,440.05,CUST-3838,refunded
4702,ORD-2024-004702,2024-08-22,credit_card,769.71,CUST-1045,completed
4703,ORD-2024-004703,2024-03-31,credit_card,1175.36,CUST-2300,completed
4704,ORD-2024-004704,2024-11-21,debit_card,1667.88,CUST-1359,refunded
4705,ORD-2024-004705,2024-11-01,debit_card,1005.23,CUST-4579,completed
4706,ORD-2024-004706,2024-04-17,apple_pay,603.62,CUST-1644,pending
4707,ORD-2024-004707,2024-12-25,paypal,1688.25,CUST-8003,pending
4708,ORD-2024-004708,2024-05-25,bank_transfer,848.94,CUST-5463,cancelled
4709,ORD-2024-004709,2024-09-16,paypal,325.63,CUST-9390,pending
4710,ORD-2024-004710,2024-08-02,bank_transfer,471.96,CUST-2377,completed
4711,ORD-2024-004711,2024-08-09,debit_card,502.49,CUST-8033,processing
4712,ORD-2024-004712,2024-01-07,debit_card,1270.1,CUST-1146,cancelled
4713,ORD-2024-004713,2024-02-06,bank_transfer,333.17,CUST-3413,completed
4714,ORD-2024-004714,2024-02-14,debit_card,1270.61,CUST-2961,completed
4715,ORD-2024-004715,2024-11-14,bank_transfer,1410.58,CUST-7130,completed
4716,ORD-2024-004716,2024-08-03,debit_card,930.72,CUST-4285,cancelled
4717,ORD-2024-004717,2024-01-20,credit_card,1642.68,CUST-6336,cancelled
4718,ORD-2024-004718,2024-10-29,credit_card,1660.31,CUST-6141,refunded
4719,ORD-2024-004719,2024-04-26,bank_transfer,163.01,CUST-2308,processing
4720,ORD-2024-004720,2024-08-01,bank_transfer,25.05,CUST-8718,completed
4721,ORD-2024-004721,2024-01-21,apple_pay,1120.13,CUST-5528,completed
4722,ORD-2024-004722,2024-03-15,debit_card,1741.38,CUST-5556,cancelled
4723,ORD-2024-004723,2024-01-17,credit_card,762.55,CUST-8866,completed
4724,ORD-2024-004724,2024-05-24,debit_card,413.19,CUST-3335,cancelled
4725,ORD-2024-004725,2024-07-10,apple_pay,481.84,CUST-9026,completed
4726,ORD-2024-004726,2024-06-18,debit_card,1769.46,CUST-4823,pending
4727,ORD-2024-004727,2024-01-19,bank_transfer,1183.08,CUST-6936,pending
4728,ORD-2024-004728,2024-09-07,credit_card,370.02,CUST-7064,refunded
4729,ORD-2024-004729,2024-06-29,debit_card,74.45,CUST-3171,pending
4730,ORD-2024-004730,2024-09-16,debit_card,1756.62,CUST-5153,cancelled
4731,ORD-2024-004731,2024-07-22,apple_pay,439.8,CUST-8465,cancelled
4732,ORD-2024-004732,2024-02-24,bank_transfer,87.02,CUST-6708,pending
4733,ORD-2024-004733,2024-10-02,apple_pay,451.86,CUST-8330,cancelled
4734,ORD-2024-004734,2024-07-07,credit_card,304.3,CUST-9352,pending
4735,ORD-2024-004735,2024-04-25,apple_pay,820.56,CUST-9698,pending
4736,ORD-2024-004736,2024-02-03,debit_card,1592.32,CUST-8810,refunded
4737,ORD-2024-004737,2024-02-13,bank_transfer,1408.05,CUST-1594,processing
4738,ORD-2024-004738,2024-09-03,debit_card,1993.19,CUST-1426,refunded
4739,ORD-2024-004739,2024-04-10,credit_card,999.64,CUST-1987,completed
4740,ORD-2024-004740,2024-09-04,debit_card,694.86,CUST-1198,cancelled
4741,ORD-2024-004741,2024-08-11,debit_card,1402.18,CUST-4287,processing
4742,ORD-2024-004742,2024-10-11,paypal,789.58,CUST-7465,refunded
4743,ORD-2024-004743,2024-03-25,debit_card,118.09,CUST-7267,completed
4744,ORD-2024-004744,2024-01-17,bank_transfer,1272.09,CUST-6400,completed
4745,ORD-2024-004745,2024-11-20,paypal,1167.18,CUST-6081,processing
4746,ORD-2024-004746,2024-02-13,credit_card,1873.63,CUST-4925,pending
4747,ORD-2024-004747,2024-06-18,credit_card,208.84,CUST-3267,pending
4748,ORD-2024-004748,2024-08-04,credit_card,1389.83,CUST-9668,pending
4749,ORD-2024-004749,2024-10-05,paypal,738.6,CUST-1708,refunded
4750,ORD-2024-004750,2024-04-15,bank_transfer,1721.83,CUST-5980,cancelled
4751,ORD-2024-004751,2024-12-08,credit_card,301.93,CUST-1470,refunded
4752,ORD-2024-004752,2024-08-06,paypal,1031.12,CUST-3656,completed
4753,ORD-2024-004753,2024-01-25,credit_card,854.25,CUST-7524,processing
4754,ORD-2024-004754,2024-05-20,debit_card,1636.21,CUST-3898,cancelled
4755,ORD-2024-004755,2024-06-13,bank_transfer,1434.29,CUST-8049,cancelled
4756,ORD-2024-004756,2024-10-04,debit_card,1910.77,CUST-2080,refunded
4757,ORD-2024-004757,2024-06-04,apple_pay,639.87,CUST-4420,pending
4758,ORD-2024-004758,2024-11-20,paypal,1102.22,CUST-3135,cancelled
4759,ORD-2024-004759,2024-08-27,debit_card,871.85,CUST-3635,refunded
4760,ORD-2024-004760,2024-10-14,paypal,1056.27,CUST-7977,pending
4761,ORD-2024-004761,2024-12-31,apple_pay,703.93,CUST-5637,completed
4762,ORD-2024-004762,2024-04-07,bank_transfer,1207.55,CUST-5745,completed
4763,ORD-2024-004763,2024-07-03,bank_transfer,1484.78,CUST-6876,completed
4764,ORD-2024-004764,2024-08-26,debit_card,489.19,CUST-9286,completed
4765,ORD-2024-004765,2024-04-29,debit_card,1288.68,CUST-4443,processing
4766,ORD-2024-004766,2024-10-30,debit_card,497.51,CUST-4804,refunded
4767,ORD-2024-004767,2024-08-09,bank_transfer,1766.33,CUST-1700,refunded
4768,ORD-2024-004768,2024-02-18,debit_card,1138.0,CUST-8640,cancelled
4769,ORD-2024-004769,2024-01-31,paypal,332.12,CUST-6796,completed
4770,ORD-2024-004770,2024-08-15,apple_pay,441.9,CUST-8710,cancelled
4771,ORD-2024-004771,2024-11-28,bank_transfer,104.06,CUST-6269,cancelled
4772,ORD-2024-004772,2024-11-27,bank_transfer,1156.29,CUST-3147,refunded
4773,ORD-2024-004773,2024-05-23,debit_card,1466.88,CUST-5174,cancelled
4774,ORD-2024-004774,2024-08-19,paypal,1097.27,CUST-7266,refunded
4775,ORD-2024-004775,2024-02-10,apple_pay,579.62,CUST-4896,pending
4776,ORD-2024-004776,2024-10-06,debit_card,109.54,CUST-4639,pending
4777,ORD-2024-004777,2024-12-16,debit_card,1343.31,CUST-4681,processing
4778,ORD-2024-004778,2024-12-21,paypal,1705.03,CUST-8083,cancelled
4779,ORD-2024-004779,2024-12-23,paypal,781.93,CUST-9411,refunded
4780,ORD-2024-004780,2024-11-04,bank_transfer,712.84,CUST-1442,completed
4781,ORD-2024-004781,2024-04-26,paypal,1350.09,CUST-8491,pending
4782,ORD-2024-004782,2024-10-12,paypal,1724.49,CUST-7955,processing
4783,ORD-2024-004783,2024-08-27,apple_pay,600.62,CUST-9737,completed
4784,ORD-2024-004784,2024-05-28,credit_card,1822.34,CUST-7374,completed
4785,ORD-2024-004785,2024-08-15,bank_transfer,1227.28,CUST-9338,completed
4786,ORD-2024-004786,2024-04-17,bank_transfer,1996.39,CUST-8768,refunded
4787,ORD-2024-004787,2024-03-05,bank_transfer,1250.38,CUST-6177,refunded
4788,ORD-2024-004788,2024-11-24,bank_transfer,1548.98,CUST-6783,cancelled
4789,ORD-2024-004789,2024-02-17,bank_transfer,1215.69,CUST-9024,processing
4790,ORD-2024-004790,2024-02-23,paypal,523.26,CUST-2326,refunded
4791,ORD-2024-004791,2024-06-05,paypal,136.15,CUST-2058,cancelled
4792,ORD-2024-004792,2024-03-30,debit_card,377.28,CUST-4935,completed
4793,ORD-2024-004793,2024-06-10,debit_card,1921.27,CUST-1815,completed
4794,ORD-2024-004794,2024-06-24,credit_card,431.35,CUST-6608,pending
4795,ORD-2024-004795,2024-04-25,paypal,532.89,CUST-9055,cancelled
4796,ORD-2024-004796,2024-10-14,paypal,723.15,CUST-3397,cancelled
4797,ORD-2024-004797,2024-01-10,paypal,526.6,CUST-5121,refunded
4798,ORD-2024-004798,2024-11-20,credit_card,1918.05,CUST-3071,pending
4799,ORD-2024-004799,2024-02-16,debit_card,1821.3,CUST-7756,pending
4800,ORD-2024-004800,2024-05-28,credit_card,322.13,CUST-4627,completed
4801,ORD-2024-004801,2024-12-26,debit_card,1310.13,CUST-1913,refunded
4802,ORD-2024-004802,2024-03-02,debit_card,1837.32,CUST-6572,pending
4803,ORD-2024-004803,2024-11-17,apple_pay,1126.24,CUST-8154,cancelled
4804,ORD-2024-004804,2024-09-13,credit_card,239.52,CUST-8403,refunded
4805,ORD-2024-004805,2024-04-26,debit_card,1493.21,CUST-3699,processing
4806,ORD-2024-004806,2024-02-26,debit_card,1729.28,CUST-7029,processing
4807,ORD-2024-004807,2024-07-11,paypal,1349.24,CUST-7500,cancelled
4808,ORD-2024-004808,2024-06-08,debit_card,1377.17,CUST-5730,completed
4809,ORD-2024-004809,2024-05-16,debit_card,28.5,CUST-9174,processing
4810,ORD-2024-004810,2024-09-24,bank_transfer,912.98,CUST-9718,refunded
4811,ORD-2024-004811,2024-04-29,debit_card,618.74,CUST-4526,refunded
4812,ORD-2024-004812,2024-11-05,credit_card,772.4,CUST-5134,completed
4813,ORD-2024-004813,2024-04-04,paypal,1444.37,CUST-3053,pending
4814,ORD-2024-004814,2024-01-12,bank_transfer,1752.71,CUST-8866,cancelled
4815,ORD-2024-004815,2024-04-23,credit_card,91.48,CUST-4641,processing
4816,ORD-2024-004816,2024-11-27,debit_card,1890.58,CUST-9469,cancelled
4817,ORD-2024-004817,2024-09-22,credit_card,590.87,CUST-9941,completed
4818,ORD-2024-004818,2024-06-23,credit_card,578.4,CUST-1104,refunded
4819,ORD-2024-004819,2024-03-09,paypal,255.76,CUST-2081,cancelled
4820,ORD-2024-004820,2024-07-18,credit_card,806.7,CUST-5564,completed
4821,ORD-2024-004821,2024-06-17,apple_pay,282.32,CUST-1005,completed
4822,ORD-2024-004822,2024-12-24,credit_card,1025.59,CUST-6737,processing
4823,ORD-2024-004823,2024-01-14,credit_card,1398.77,CUST-7036,processing
4824,ORD-2024-004824,2024-04-25,debit_card,696.09,CUST-3188,processing
4825,ORD-2024-004825,2024-12-03,paypal,165.04,CUST-1408,refunded
4826,ORD-2024-004826,2024-07-04,credit_card,620.03,CUST-8521,refunded
4827,ORD-2024-004827,2024-01-15,debit_card,895.81,CUST-2691,processing
4828,ORD-2024-004828,2024-02-19,credit_card,909.8,CUST-6099,refunded
4829,ORD-2024-004829,2024-02-02,paypal,826.11,CUST-8203,completed
4830,ORD-2024-004830,2024-08-27,debit_card,459.82,CUST-1304,completed
4831,ORD-2024-004831,2024-02-06,paypal,1595.87,CUST-3209,pending
4832,ORD-2024-004832,2024-10-19,apple_pay,1453.26,CUST-3517,completed
4833,ORD-2024-004833,2024-04-28,credit_card,1572.02,CUST-8867,pending
4834,ORD-2024-004834,2024-10-11,debit_card,1242.45,CUST-1555,refunded
4835,ORD-2024-004835,2024-01-21,paypal,596.67,CUST-9394,pending
4836,ORD-2024-004836,2024-02-13,debit_card,1663.44,CUST-1833,refunded
4837,ORD-2024-004837,2024-11-28,debit_card,1649.14,CUST-8829,refunded
4838,ORD-2024-004838,2024-11-03,credit_card,1319.91,CUST-5821,refunded
4839,ORD-2024-004839,2024-12-21,paypal,1092.24,CUST-4395,completed
4840,ORD-2024-004840,2024-04-22,bank_transfer,759.52,CUST-2591,cancelled
4841,ORD-2024-004841,2024-04-12,debit_card,1763.74,CUST-8845,refunded
4842,ORD-2024-004842,2024-02-08,debit_card,123.09,CUST-1135,refunded
4843,ORD-2024-004843,2024-10-08,credit_card,1375.4,CUST-7561,processing
4844,ORD-2024-004844,2024-07-12,credit_card,671.71,CUST-4593,processing
4845,ORD-2024-004845,2024-04-23,bank_transfer,1100.82,CUST-9829,processing
4846,ORD-2024-004846,2024-06-09,paypal,169.78,CUST-7758,cancelled
4847,ORD-2024-004847,2024-01-23,debit_card,1704.25,CUST-9819,refunded
4848,ORD-2024-004848,2024-04-26,credit_card,1564.3,CUST-4746,refunded
4849,ORD-2024-004849,2024-10-10,debit_card,1371.51,CUST-3503,cancelled
4850,ORD-2024-004850,2024-05-21,apple_pay,153.37,CUST-1691,completed
4851,ORD-2024-004851,2024-07-10,apple_pay,1996.45,CUST-4943,pending
4852,ORD-2024-004852,2024-01-29,debit_card,57.8,CUST-6270,cancelled
4853,ORD-2024-004853,2024-11-05,apple_pay,10.77,CUST-4075,pending
4854,ORD-2024-004854,2024-07-21,apple_pay,533.11,CUST-5665,pending
4855,ORD-2024-004855,2024-01-06,paypal,200.77,CUST-1740,completed
4856,ORD-2024-004856,2024-10-30,bank_transfer,1719.57,CUST-8040,refunded
4857,ORD-2024-004857,2024-11-19,debit_card,1818.16,CUST-2958,pending
4858,ORD-2024-004858,2024-02-11,debit_card,344.3,CUST-3226,pending
4859,ORD-2024-004859,2024-10-01,debit_card,576.27,CUST-2017,processing
4860,ORD-2024-004860,2024-04-13,credit_card,1490.18,CUST-2402,cancelled
4861,ORD-2024-004861,2024-04-20,apple_pay,991.19,CUST-5917,refunded
4862,ORD-2024-004862,2024-11-25,bank_transfer,1731.18,CUST-9420,cancelled
4863,ORD-2024-004863,2024-09-25,credit_card,1246.33,CUST-4211,refunded
4864,ORD-2024-004864,2024-02-12,debit_card,1422.73,CUST-2479,cancelled
4865,ORD-2024-004865,2024-01-07,debit_card,1255.14,CUST-3400,processing
4866,ORD-2024-004866,2024-08-03,apple_pay,162.56,CUST-9695,completed
4867,ORD-2024-004867,2024-08-21,debit_card,626.04,CUST-7525,cancelled
4868,ORD-2024-004868,2024-12-27,bank_transfer,792.81,CUST-5501,completed
4869,ORD-2024-004869,2024-03-08,paypal,1268.61,CUST-2263,refunded
4870,ORD-2024-004870,2024-05-25,debit_card,328.37,CUST-3765,processing
4871,ORD-2024-004871,2024-05-19,bank_transfer,1290.82,CUST-8098,processing
4872,ORD-2024-004872,2024-01-28,debit_card,514.86,CUST-1922,pending
4873,ORD-2024-004873,2024-10-22,debit_card,650.62,CUST-6666,completed
4874,ORD-2024-004874,2024-02-27,apple_pay,879.62,CUST-1460,processing
4875,ORD-2024-004875,2024-01-17,debit_card,653.19,CUST-6108,completed
4876,ORD-2024-004876,2024-07-01,apple_pay,1566.77,CUST-4147,cancelled
4877,ORD-2024-004877,2024-10-27,credit_card,1343.6,CUST-2268,pending
4878,ORD-2024-004878,2024-03-31,bank_transfer,131.38,CUST-5772,processing
4879,ORD-2024-004879,2024-04-14,credit_card,892.51,CUST-8476,completed
4880,ORD-2024-004880,2024-04-12,debit_card,15.38,CUST-3650,refunded
4881,ORD-2024-004881,2024-07-09,credit_card,916.15,CUST-4189,refunded
4882,ORD-2024-004882,2024-07-27,credit_card,1791.03,CUST-2104,processing
4883,ORD-2024-004883,2024-03-07,credit_card,1764.83,CUST-5075,cancelled
4884,ORD-2024-004884,2024-02-06,apple_pay,395.95,CUST-6914,cancelled
4885,ORD-2024-004885,2024-12-11,paypal,514.38,CUST-8090,processing
4886,ORD-2024-004886,2024-06-28,debit_card,1045.96,CUST-3880,pending
4887,ORD-2024-004887,2024-11-28,credit_card,545.88,CUST-9560,pending
4888,ORD-2024-004888,2024-05-16,apple_pay,967.09,CUST-1540,processing
4889,ORD-2024-004889,2024-12-14,credit_card,638.56,CUST-7120,refunded
4890,ORD-2024-004890,2024-07-11,bank_transfer,1767.56,CUST-9894,completed
4891,ORD-2024-004891,2024-03-31,bank_transfer,1835.99,CUST-4903,completed
4892,ORD-2024-004892,2024-09-04,bank_transfer,1117.92,CUST-6832,processing
4893,ORD-2024-004893,2024-07-28,debit_card,1603.97,CUST-3559,processing
4894,ORD-2024-004894,2024-02-03,bank_transfer,1122.23,CUST-8255,processing
4895,ORD-2024-004895,2024-07-31,bank_transfer,106.96,CUST-8126,completed
4896,ORD-2024-004896,2024-06-14,debit_card,1082.48,CUST-9741,completed
4897,ORD-2024-004897,2024-04-04,debit_card,533.97,CUST-1838,cancelled
4898,ORD-2024-004898,2024-09-06,bank_transfer,356.55,CUST-3518,cancelled
4899,ORD-2024-004899,2024-01-13,paypal,1135.22,CUST-1048,refunded
4900,ORD-2024-004900,2024-04-08,bank_transfer,900.32,CUST-7545,processing
4901,ORD-2024-004901,2024-09-25,bank_transfer,592.59,CUST-9586,cancelled
4902,ORD-2024-004902,2024-06-28,apple_pay,1626.14,CUST-8276,pending
4903,ORD-2024-004903,2024-06-27,paypal,831.63,CUST-2987,processing
4904,ORD-2024-004904,2024-09-09,bank_transfer,1692.03,CUST-5443,cancelled
4905,ORD-2024-004905,2024-04-25,apple_pay,1419.76,CUST-9194,completed
4906,ORD-2024-004906,2024-07-08,apple_pay,393.8,CUST-1474,pending
4907,ORD-2024-004907,2024-09-11,debit_card,1547.15,CUST-7401,cancelled
4908,ORD-2024-004908,2024-06-23,paypal,1467.98,CUST-6332,cancelled
4909,ORD-2024-004909,2024-04-28,apple_pay,1957.41,CUST-3928,processing
4910,ORD-2024-004910,2024-08-28,credit_card,1158.18,CUST-4906,processing
4911,ORD-2024-004911,2024-01-06,paypal,1697.24,CUST-3882,refunded
4912,ORD-2024-004912,2024-04-01,debit_card,256.96,CUST-8203,processing
4913,ORD-2024-004913,2024-06-27,paypal,1855.97,CUST-9600,processing
4914,ORD-2024-004914,2024-08-11,credit_card,1487.28,CUST-9128,cancelled
4915,ORD-2024-004915,2024-05-27,apple_pay,1664.74,CUST-8821,pending
4916,ORD-2024-004916,2024-12-17,bank_transfer,1098.66,CUST-6390,cancelled
4917,ORD-2024-004917,2024-03-02,paypal,1192.1,CUST-7560,completed
4918,ORD-2024-004918,2024-10-24,bank_transfer,1596.0,CUST-3390,completed
4919,ORD-2024-004919,2024-01-16,debit_card,315.91,CUST-8624,completed
4920,ORD-2024-004920,2024-12-17,credit_card,845.01,CUST-5908,refunded
4921,ORD-2024-004921,2024-07-05,bank_transfer,169.73,CUST-5171,pending
4922,ORD-2024-004922,2024-03-05,paypal,1329.22,CUST-5543,cancelled
4923,ORD-2024-004923,2024-09-30,apple_pay,416.09,CUST-7365,completed
4924,ORD-2024-004924,2024-06-18,credit_card,1663.41,CUST-7408,completed
4925,ORD-2024-004925,2024-01-18,credit_card,1496.03,CUST-6659,processing
4926,ORD-2024-004926,2024-05-29,credit_card,430.35,CUST-1280,processing
4927,ORD-2024-004927,2024-09-22,debit_card,1600.89,CUST-5129,refunded
4928,ORD-2024-004928,2024-10-20,debit_card,1369.64,CUST-2229,cancelled
4929,ORD-2024-004929,2024-07-10,debit_card,1136.43,CUST-4688,refunded
4930,ORD-2024-004930,2024-03-29,debit_card,636.65,CUST-8835,cancelled
4931,ORD-2024-004931,2024-04-06,paypal,770.44,CUST-3837,pending
4932,ORD-2024-004932,2024-06-19,bank_transfer,887.72,CUST-1546,completed
4933,ORD-2024-004933,2024-12-20,paypal,643.3,CUST-9379,cancelled
4934,ORD-2024-004934,2024-10-26,debit_card,1708.93,CUST-6825,completed
4935,ORD-2024-004935,2024-02-05,debit_card,811.86,CUST-7672,cancelled
4936,ORD-2024-004936,2024-09-16,bank_transfer,798.4,CUST-2920,completed
4937,ORD-2024-004937,2024-02-02,apple_pay,1726.54,CUST-2883,processing
4938,ORD-2024-004938,2024-08-20,bank_transfer,101.22,CUST-9783,completed
4939,ORD-2024-004939,2024-06-03,bank_transfer,747.7,CUST-9731,pending
4940,ORD-2024-004940,2024-04-13,credit_card,555.14,CUST-2738,cancelled
4941,ORD-2024-004941,2024-11-18,debit_card,705.74,CUST-3035,completed
4942,ORD-2024-004942,2024-06-14,paypal,1478.72,CUST-1711,refunded
4943,ORD-2024-004943,2024-07-17,paypal,772.76,CUST-3854,processing
4944,ORD-2024-004944,2024-10-19,credit_card,1207.83,CUST-9879,refunded
4945,ORD-2024-004945,2024-04-07,credit_card,876.79,CUST-4124,cancelled
4946,ORD-2024-004946,2024-10-09,apple_pay,205.89,CUST-5793,processing
4947,ORD-2024-004947,2024-09-04,debit_card,1723.37,CUST-1811,completed
4948,ORD-2024-004948,2024-07-31,bank_transfer,853.57,CUST-3689,refunded
4949,ORD-2024-004949,2024-07-31,paypal,1038.61,CUST-6957,processing
4950,ORD-2024-004950,2024-03-15,bank_transfer,542.58,CUST-9547,cancelled
4951,ORD-2024-004951,2024-03-03,credit_card,667.74,CUST-2239,pending
4952,ORD-2024-004952,2024-10-26,paypal,190.58,CUST-1362,completed
4953,ORD-2024-004953,2024-04-19,paypal,1606.31,CUST-7114,cancelled
4954,ORD-2024-004954,2024-11-16,apple_pay,1562.64,CUST-1893,completed
4955,ORD-2024-004955,2024-04-18,apple_pay,1742.14,CUST-1871,pending
4956,ORD-2024-004956,2024-02-04,credit_card,1307.39,CUST-5605,completed
4957,ORD-2024-004957,2024-11-04,credit_card,1879.09,CUST-3012,pending
4958,ORD-2024-004958,2024-09-26,credit_card,1819.97,CUST-9585,pending
4959,ORD-2024-004959,2024-05-19,credit_card,1364.91,CUST-7149,refunded
4960,ORD-2024-004960,2024-09-24,apple_pay,1240.09,CUST-6193,pending
4961,ORD-2024-004961,2024-01-31,paypal,1134.82,CUST-1091,processing
4962,ORD-2024-004962,2024-02-15,apple_pay,1051.33,CUST-8352,refunded
4963,ORD-2024-004963,2024-04-04,debit_card,1415.07,CUST-3208,completed
4964,ORD-2024-004964,2024-10-16,paypal,26.35,CUST-1082,completed
4965,ORD-2024-004965,2024-02-06,apple_pay,1802.05,CUST-3138,completed
4966,ORD-2024-004966,2024-02-24,credit_card,17.69,CUST-8190,processing
4967,ORD-2024-004967,2024-02-22,debit_card,973.38,CUST-5224,pending
4968,ORD-2024-004968,2024-09-07,credit_card,1970.99,CUST-8042,refunded
4969,ORD-2024-004969,2024-09-14,bank_transfer,1007.21,CUST-7310,pending
4970,ORD-2024-004970,2024-10-19,apple_pay,1555.23,CUST-5657,pending
4971,ORD-2024-004971,2024-02-28,bank_transfer,1341.68,CUST-3501,pending
4972,ORD-2024-004972,2024-05-15,bank_transfer,959.4,CUST-5435,completed
4973,ORD-2024-004973,2024-03-30,debit_card,1218.94,CUST-9117,cancelled
4974,ORD-2024-004974,2024-03-07,credit_card,1374.96,CUST-4595,refunded
4975,ORD-2024-004975,2024-08-15,paypal,1666.88,CUST-6299,cancelled
4976,ORD-2024-004976,2024-11-08,apple_pay,1368.71,CUST-9337,completed
4977,ORD-2024-004977,2024-10-07,paypal,1581.72,CUST-9076,cancelled
4978,ORD-2024-004978,2024-06-24,credit_card,1313.87,CUST-7194,pending
4979,ORD-2024-004979,2024-10-19,credit_card,1370.42,CUST-3544,refunded
4980,ORD-2024-004980,2024-05-03,debit_card,1198.45,CUST-9850,cancelled
4981,ORD-2024-004981,2024-05-24,credit_card,1958.97,CUST-4788,cancelled
4982,ORD-2024-004982,2024-06-20,credit_card,574.21,CUST-6392,processing
4983,ORD-2024-004983,2024-03-22,bank_transfer,1587.77,CUST-9664,completed
4984,ORD-2024-004984,2024-12-06,debit_card,1125.76,CUST-5598,processing
4985,ORD-2024-004985,2024-08-13,bank_transfer,1675.4,CUST-2871,cancelled
4986,ORD-2024-004986,2024-12-09,bank_transfer,1084.61,CUST-4311,processing
4987,ORD-2024-004987,2024-08-14,apple_pay,637.77,CUST-1049,completed
4988,ORD-2024-004988,2024-11-19,bank_transfer,1906.78,CUST-7049,pending
4989,ORD-2024-004989,2024-06-09,debit_card,1051.63,CUST-4249,cancelled
4990,ORD-2024-004990,2024-12-23,paypal,1637.44,CUST-7989,pending
4991,ORD-2024-004991,2024-01-30,paypal,1080.5,CUST-4140,cancelled
4992,ORD-2024-004992,2024-04-13,credit_card,818.33,CUST-2075,completed
4993,ORD-2024-004993,2024-01-16,debit_card,1912.0,CUST-8636,cancelled
4994,ORD-2024-004994,2024-09-20,apple_pay,1298.39,CUST-3483,processing
4995,ORD-2024-004995,2024-03-26,credit_card,1221.9,CUST-6043,processing
4996,ORD-2024-004996,2024-10-13,debit_card,1812.07,CUST-7033,processing
4997,ORD-2024-004997,2024-05-18,debit_card,1365.86,CUST-7624,refunded
4998,ORD-2024-004998,2024-06-25,bank_transfer,1912.93,CUST-9500,processing
4999,ORD-2024-004999,2024-05-16,bank_transfer,1143.83,CUST-8393,cancelled
5000,ORD-2024-005000,2024-02-08,paypal,574.2,CUST-4675,cancelled
5001,ORD-2024-005001,2024-03-28,paypal,1230.09,CUST-6739,completed
5002,ORD-2024-005002,2024-07-08,apple_pay,466.99,CUST-9396,completed
5003,ORD-2024-005003,2024-09-28,debit_card,45.32,CUST-7618,cancelled
5004,ORD-2024-005004,2024-06-25,paypal,277.38,CUST-3889,completed
5005,ORD-2024-005005,2024-01-14,debit_card,779.69,CUST-3403,processing
5006,ORD-2024-005006,2024-10-17,debit_card,28.81,CUST-3327,completed
5007,ORD-2024-005007,2024-02-23,bank_transfer,1421.69,CUST-3749,cancelled
5008,ORD-2024-005008,2024-05-23,bank_transfer,252.32,CUST-2687,pending
5009,ORD-2024-005009,2024-07-16,paypal,327.23,CUST-9178,completed
5010,ORD-2024-005010,2024-02-16,apple_pay,1707.28,CUST-2736,completed
5011,ORD-2024-005011,2024-10-19,apple_pay,1691.24,CUST-8068,processing
5012,ORD-2024-005012,2024-11-15,paypal,745.31,CUST-8202,pending
5013,ORD-2024-005013,2024-09-26,credit_card,843.76,CUST-7274,completed
5014,ORD-2024-005014,2024-05-30,paypal,1976.15,CUST-6389,refunded
5015,ORD-2024-005015,2024-09-03,paypal,708.23,CUST-1200,pending
5016,ORD-2024-005016,2024-09-29,bank_transfer,353.47,CUST-9973,refunded
5017,ORD-2024-005017,2024-12-31,debit_card,990.4,CUST-7209,completed
5018,ORD-2024-005018,2024-11-06,bank_transfer,201.95,CUST-8383,pending
5019,ORD-2024-005019,2024-10-27,apple_pay,1839.67,CUST-3872,processing
5020,ORD-2024-005020,2024-01-01,debit_card,933.84,CUST-9968,refunded
5021,ORD-2024-005021,2024-01-03,bank_transfer,1427.19,CUST-1005,cancelled
5022,ORD-2024-005022,2024-04-08,debit_card,703.75,CUST-4398,completed
5023,ORD-2024-005023,2024-06-13,bank_transfer,1818.85,CUST-4566,pending
5024,ORD-2024-005024,2024-06-26,apple_pay,1165.14,CUST-5550,refunded
5025,ORD-2024-005025,2024-10-29,debit_card,1782.66,CUST-9775,completed
5026,ORD-2024-005026,2024-05-04,paypal,1817.21,CUST-6989,processing
5027,ORD-2024-005027,2024-01-20,apple_pay,923.47,CUST-9238,completed
5028,ORD-2024-005028,2024-04-29,bank_transfer,1951.15,CUST-5657,cancelled
5029,ORD-2024-005029,2024-09-19,credit_card,1187.43,CUST-4283,completed
